"country","unit","date","measure","category","new_val","source","entered_by","reviewed_by"
"CH","CH-AR",2020-03-18,"all health and personnel equipment made available for response efforts","casemanagement",1,"https://www.ar.ch/verwaltung/departement-gesundheit-und-soziales/news-aus-dem-departement/detail/news/coronavirus-bevoelkerung-und-alle-spitaeler-machen-bei-der-gesundheitsversorgung-mit/?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=2888e134bfe4b089ddf7eaa9734ed4da","MBND","FK"
"CH","CH-AR",2020-03-18,"administration offices closed to public","publicoffices",1,"https://www.ar.ch/verwaltung/departement-gesundheit-und-soziales/news-aus-dem-departement/detail/news/coronavirus-bevoelkerung-und-alle-spitaeler-machen-bei-der-gesundheitsversorgung-mit/?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=2888e134bfe4b089ddf7eaa9734ed4da","MBND","FK"
"CH","CH-AR",2020-03-18,"job centres closed to public","publicoffices",1,"https://www.ar.ch/verwaltung/departement-gesundheit-und-soziales/news-aus-dem-departement/detail/news/coronavirus-bevoelkerung-und-alle-spitaeler-machen-bei-der-gesundheitsversorgung-mit/?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=2888e134bfe4b089ddf7eaa9734ed4da","MBND","FK"
"CH","CH-AR",2020-03-18,"public encouraged to stay at home","stayathome",1,"https://www.ar.ch/verwaltung/departement-gesundheit-und-soziales/news-aus-dem-departement/detail/news/coronavirus-bevoelkerung-und-alle-spitaeler-machen-bei-der-gesundheitsversorgung-mit/?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=2888e134bfe4b089ddf7eaa9734ed4da","MBND","FK"
"CH","CH-AR",2020-03-20,"pop up test clinic established to support hospital and GP testing","casemanagement",1,"https://www.ar.ch/verwaltung/departement-gesundheit-und-soziales/news-aus-dem-departement/detail/news/covid-19-teststrasse-eroeffnet-test-fuer-verdachtspersonen-nur-auf-voranmeldung-moeglich/?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=2e16a9981906bea56bdfc80346bdf7a7","MBND","FK"
"CH","CH-AR",2020-03-20,"ban on gatherings larger than five","events",6,"https://www.ar.ch/verwaltung/departement-gesundheit-und-soziales/news-aus-dem-departement/detail/news/coronavirus-umsetzung-der-neuen-massnahmen-in-appenzell-ausserrhoden/?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=ef0b1cd8700391206244680d1671f69a","MBND","FK"
"CH","CH-AR",2020-03-20,"closure of businesses not complying with federal recommendations","retailgastro",2,"https://www.ar.ch/verwaltung/departement-gesundheit-und-soziales/news-aus-dem-departement/detail/news/coronavirus-umsetzung-der-neuen-massnahmen-in-appenzell-ausserrhoden/?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=ef0b1cd8700391206244680d1671f69a","MBND","FK"
"CH","CH-AR",2020-03-18,"volunteer corps established","casemanagement",1,"https://www.ar.ch/verwaltung/departement-gesundheit-und-soziales/news-aus-dem-departement/detail/news/coronavirus-intensive-vorbereitungen-in-appenzell-ausserrhoden/?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=ae2f70f11a2cccd3f1f40c2c1c351b9f","MBND","FK"
"CH","CH-AR",2020-04-02,"hospital network established","casemanagement",1,"https://www.ar.ch/verwaltung/departement-gesundheit-und-soziales/news-aus-dem-departement/detail/news/coronavirus-covid-19-hilfe-im-medizinischen-bereich-spitalnetz-schule-vor-den-ferien/?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=f34224d6e78a1228d14ce4c3bf5a7277","MBND","FK"
"CH","CH-AR",2020-04-02,"triage containers in use","casemanagement",1,"https://www.ar.ch/verwaltung/departement-gesundheit-und-soziales/news-aus-dem-departement/detail/news/coronavirus-covid-19-hilfe-im-medizinischen-bereich-spitalnetz-schule-vor-den-ferien/?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=f34224d6e78a1228d14ce4c3bf5a7277","MBND","FK"
"CH","CH-AR",2020-03-05,"First case tested and detected","casemanagement",1,"https://www.ar.ch/schnellzugriff/medienmitteilungen-der-kantonalen-verwaltung/detail/news/coronavirusersterfallinappenzellausserrhoden/?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=92736c585f15d019f28ba39d09391423","FK","FK"
