"country","unit","date","measure","category","new_val","source","entered_by","reviewed_by"
"CH","CH-GE",2020-03-13,"Isolated facilities to receive persons showing respiratory symptoms and having stayed in risk zones are established in the University Hospital","casemanagement",1,"https://www.ge.ch/document/covid-19-mise-oeuvre-mesures-du-conseil-federal","JB","FK"
"CH","CH-GE",2020-03-13,"Special units to take care of COVID patients are crated at the University Hospital","casemanagement",1,"https://www.ge.ch/document/covid-19-mise-oeuvre-mesures-du-conseil-federal","JB","FK"
"CH","CH-GE",2020-03-13,"Preparations to increase ICU capacities are under way","casemanagement",1,"https://www.ge.ch/document/covid-19-mise-oeuvre-mesures-du-conseil-federal","JB","FK"
"CH","CH-GE",2020-03-13,"Non-essential hospital visits are prohibited","carefacilities",1,"https://www.ge.ch/document/covid-19-mise-oeuvre-mesures-du-conseil-federal","JB","FK"
"CH","CH-GE",2020-03-15,"Driving exams are canceled","publicoffices",1,"https://www.ge.ch/actualite/covid-19-annulation-examens-conduite-15-03-2020","JB","FK"
"CH","CH-GE",2020-03-16,"Schools closed (following federal decision)","schools",1,"https://www.ge.ch/document/covid-19-mise-oeuvre-mesures-du-conseil-federal","JB","FK"
"CH","CH-GE",2020-03-16,"Universities closed (following federal decision)","universities",1,"https://www.ge.ch/document/covid-19-mise-oeuvre-mesures-du-conseil-federal","JB","FK"
"CH","CH-GE",2020-03-16,"Daycare facilities closed (following federal decision)","daycare",1,"https://www.ge.ch/document/covid-19-mise-oeuvre-mesures-du-conseil-federal","JB","FK"
"CH","CH-GE",2020-03-16,"Office de l'urbanisme is closed","publicoffices",1,"https://www.ge.ch/actualite/covid-19-fermeture-temporaire-du-guichet-office-urbanisme-suspension-procedures-cours-16-03-2020","JB","FK"
"CH","CH-GE",2020-03-16,"Office cantonal des véhicules closed","publicoffices",1,"https://www.ge.ch/actualite/covid-19-fermeture-office-cantonal-vehicules-16-03-2020","JB","FK"
"CH","CH-GE",2020-03-16,"Bars, restaurants and clubs are closed","retailgastro",2,"https://www.ge.ch/document/covid-19-conseil-etat-invoque-etat-necessite-renforce-mesures-contre-propagation-du-virus","JB","FK"
"CH","CH-GE",2020-03-16,"Closure of non-essential businesses","retailgastro",2,"https://www.ge.ch/document/covid-19-conseil-etat-invoque-etat-necessite-renforce-mesures-contre-propagation-du-virus","JB","FK"
"CH","CH-GE",2020-03-16,"Closure of all public entertainment businesses (cinemas, theatres etc)","retailgastro",2,"https://www.ge.ch/document/covid-19-conseil-etat-invoque-etat-necessite-renforce-mesures-contre-propagation-du-virus","JB","FK"
"CH","CH-GE",2020-03-16,"All economic activity with close body contact (e.g. hairdressers) is prohibited","retailgastro",2,"https://www.ge.ch/document/covid-19-conseil-etat-invoque-etat-necessite-renforce-mesures-contre-propagation-du-virus","JB","FK"
"CH","CH-GE",2020-03-16,"Prohibition of gatherings with more than 5 persons","events",6,"https://www.ge.ch/document/covid-19-conseil-etat-invoque-etat-necessite-renforce-mesures-contre-propagation-du-virus","JB","FK"
"CH","CH-GE",2020-03-16,"Employees of the public administration with non-essential tasks have to stay at home","stayathome",1,"https://www.ge.ch/document/covid-19-conseil-etat-invoque-etat-necessite-renforce-mesures-contre-propagation-du-virus","JB","FK"
"CH","CH-GE",2020-03-16,"Bureau de l'intégration des étrangers closed","publicoffices",1,"https://www.ge.ch/actualite/covid-19-fermeture-du-bie-sa-permanence-16-03-2020","JB","FK"
"CH","CH-GE",2020-03-16,"Bureau de médiation administrative closed for the public","publicoffices",1,"https://www.ge.ch/actualite/covid-19-fermeture-du-bie-sa-permanence-16-03-2020","JB","FK"
"CH","CH-GE",2020-03-16,"Mouettes genevoises boats stop circulating","publictransport",1,"https://www.ge.ch/document/covid-19-mouettes-genevoises-suspendent-leur-activite","JB","FK"
"CH","CH-GE",2020-03-16,"Administration fiscale cantonale closed for the public","publicoffices",1,"https://www.ge.ch/actualite/covid-19-fermeture-guichets-16-03-2020","JB","FK"
"CH","CH-GE",2020-03-16,"Office cantonal de la population et des migrations closed","publicoffices",1,"https://www.ge.ch/actualite/covid-19-fermeture-guichets-16-03-2020","JB","FK"
"CH","CH-GE",2020-03-17,"Direction générale de l'office cantonal de l'inspection et des relations du travail
 suspends all open procedures","publicoffices",1,"https://www.ge.ch/actualite/covid-19-dispositions-particulieres-coordonnees-communication-17-03-2020","JB","FK"
"CH","CH-GE",2020-03-18,"Prohibition of all visits to hospitals, other health care facilities and homes for disabled persons","carefacilities",2,"https://www.ge.ch/document/point-presse-du-conseil-etat-du-18-mars-2020","JB","FK"
"CH","CH-GE",2020-03-18,"Office des autorisations de construire closed for the public","publicoffices",1,"https://www.ge.ch/actualite/covid-19-fermeture-temporaire-du-guichet-office-autorisations-construire-18-03-2020","JB","FK"
"CH","CH-GE",2020-03-19,"Procesing of work permits is suspended","publicoffices",1,"https://www.ge.ch/actualite/covid-19-main-oeuvre-etrangere-actualites-19-03-2020","JB","FK"
"CH","CH-GE",2020-03-20,"All construction sites closed","retailgastro",2,"https://www.ge.ch/document/point-presse-du-conseil-etat-du-18-mars-2020","JB","FK"
"CH","CH-GE",2020-03-20,"All police stations except for two closed for the public","publicoffices",1,"https://www.ge.ch/actualite/covid-19-deux-postes-police-restent-ouverts-au-public-20-03-2020","JB","FK"
"CH","CH-GE",2020-03-20,"University Hospital chosen to accommodate all COVID19 patients in the canton","casemanagement",1,"https://www.ge.ch/document/covid-19-hopitaux-publics-cliniques-privees-du-canton-se-federent-hospitalisation-patients","JB","FK"
"CH","CH-GE",2020-03-20,"All but eight customs posts closed","mobilityint",1,"https://www.ge.ch/document/covid-19-nouvelles-mesures-concernant-postes-frontieres","JB","FK"
"CH","CH-GE",2020-03-23,"Office de l'action, de l'insertion et de l'intégration sociales closed for the public, with exception of service de protection de l'adulte","publicoffices",1,"https://www.ge.ch/actualite/covid-19-permanences-services-prestations-sociales-23-03-2020","JB","FK"
"CH","CH-GE",2020-03-25,"Following federal decision, re-opening of construction sites can be demanded if safety requirements are met","retailgastro",2,"https://www.ge.ch/document/communique-presse-du-conseil-etat-du-25-mars-2020","JB","FK"
"CH","CH-GE",2020-03-27,"Members of risk groups are discouraged from making payments in person at the bank counter and shall use other forms of payment instead.","recommendations",1,"https://www.ge.ch/document/covid-19-second-tour-elections-communales-loyers-commerciaux-entreprises-modalites-paiements-mensuels-seniors-personnes-risques-soutien-agriculture","JB","FK"
"CH","CH-GE",2020-03-29,"University Hospital receives two COVID19 patients from the hospital of Mulhouse","casemanagement",1,"https://www.ge.ch/actualite/covid-19-hug-accueillent-deux-patients-hopital-mulhouse-29-03-2020","JB","FK"
"CH","CH-GE",2020-03-31,"Service de la consommation et des affaires vétérinaires closed","publicoffices",1,"https://www.ge.ch/actualite/covid-19-informations-concernant-affaires-veterinaires-31-03-2020","JB","FK"
"CH","CH-GE",2020-03-31,"Hotline CoviCall to consult symptomatic persons on further steps","casemanagement",1,"https://www.ge.ch/document/covid-19-covicall-covicheck-covicare-dispositif-genevois-contact-suivi-patients-presentant-infection-au-sras-cov-2","JB","FK"
"CH","CH-GE",2020-03-31,"Mobile teams to test symptomatic persons at home","casemanagement",1,"https://www.ge.ch/document/covid-19-covicall-covicheck-covicare-dispositif-genevois-contact-suivi-patients-presentant-infection-au-sras-cov-2","JB","FK"
"CH","CH-GE",2020-03-31,"CoviCheck service to contact, accompany and instruct persons with positive test result by phone, including instructions on self-quarantine of entourage","casemanagement",1,"https://www.ge.ch/document/covid-19-covicall-covicheck-covicare-dispositif-genevois-contact-suivi-patients-presentant-infection-au-sras-cov-2","JB","FK"
"CH","CH-GE",2020-03-31,"Network CoviCare to coordinate outpatient care for symptomatic persons","casemanagement",1,"https://www.ge.ch/document/covid-19-covicall-covicheck-covicare-dispositif-genevois-contact-suivi-patients-presentant-infection-au-sras-cov-2","JB","FK"
"CH","CH-GE",2020-04-02,"Service des prestations complémentaires du 
Département de la cohésion sociale (DCS) closed for the public, deadlines are postponed","publicoffices",1,"https://www.ge.ch/actualite/covid-19-mesures-pandemie-spc-2-04-2020","JB","FK"
